application_number,child_application_number,child_filing_date
05729761,07661807,1991-02-27
05729761,07661818,1991-02-27
05729761,08038135,1993-03-26
05729761,07534337,1990-06-06
05729761,08156297,1993-11-23
05725534,05821807,1977-08-04
05730885,06067961,1979-08-20
05730873,05870906,1978-01-19
05730630,05765348,1977-02-03
05730915,06270675,1981-06-04
05730915,06724958,1985-04-22
05731036,05788985,1977-04-19
05730404,90000168,1982-02-25
05731253,05922905,1978-07-10
05731103,06012905,1979-02-16
05731103,06365239,1982-04-05
05731171,06089681,1979-10-30
05731171,06130319,1980-03-14
05731171,06357445,1982-03-12
05730608,90001195,1987-03-20
05731491,06013856,1979-02-22
05731491,06042818,1979-05-29
05731491,06068243,1979-08-17
05731491,06102793,1979-12-12
05731491,06202919,1980-11-03
05730102,06177662,1980-08-13
05730102,06177669,1980-08-13
05730102,06360951,1982-03-23
05730102,06878617,1986-06-25
05731404,06059864,1979-07-23
05731987,06215322,1980-12-11
05732098,05803520,1977-06-06
05732124,05910916,1978-05-30
05729688,05827833,1977-08-25
05729832,05874949,1978-02-03
05729643,05880474,1978-02-23
05729643,06147868,1980-05-08
05729643,06147948,1980-05-08
05729643,06147949,1980-05-08
05729403,05808794,1977-06-22
05732474,05889918,1978-03-24
05732365,90000951,1986-02-05
05732867,06225895,1981-01-19
05732867,06525867,1983-10-27
05732867,90002359,1991-06-06
05733062,05923105,1978-07-10
05733062,06071871,1979-09-04
05733062,06072219,1979-09-04
05733151,06117766,1980-02-01
05729006,06011306,1979-02-12
05728668,05853620,1977-11-21
05733508,05843599,1977-10-19
05733508,06312482,1981-10-19
05733982,05918878,1978-06-26
05733916,06161122,1980-06-19
05734116,06147870,1980-05-08
05734116,06341590,1982-01-22
05733267,06054958,1979-07-03
05733267,06182792,1980-08-29
05733267,05897360,1978-04-18
05733267,06182796,1980-08-29
05733267,06866899,1986-05-27
05733267,06182691,1980-08-29
05733267,06182793,1980-08-29
05733267,06866899,1986-05-27
05734328,05859253,1977-12-09
05733286,05877248,1978-02-13
05733286,06006447,1979-01-25
05733286,06682496,1984-12-18
05732869,05791715,1977-04-28
05734732,05842091,1977-10-17
05734812,05934874,1978-08-18
05734853,05845526,1977-10-26
05734916,06025625,1979-03-30
05735008,06048134,1979-06-13
05735070,06036376,1979-05-04
05735034,06036745,1979-05-07
05732214,05902986,1978-05-04
05732214,06447463,1982-12-06
05735168,05874770,1978-02-03
05735110,12214840,2008-06-24
05735110,05932675,1978-08-10
05732118,06077197,1979-09-20
05732118,06376160,1982-05-07
05735214,05819344,1977-07-27
05735340,05843333,1977-10-20
05731783,05896141,1978-04-13
05735286,05866116,1977-12-30
05735286,06017894,1979-03-06
05735462,05857488,1977-12-05
05735462,05857491,1977-12-05
05731294,05829966,1977-09-01
05735601,05931461,1978-08-07
05731352,05833185,1977-09-14
05735954,05856179,1977-11-30
05735745,05818810,1977-07-25
05736064,06028502,1979-04-09
05735986,06109661,1980-01-21
05735986,06290007,1981-08-04
05735896,90002703,1992-04-27
05736350,05900309,1978-04-26
05736323,06066619,1979-08-14
05736485,07333160,1989-04-04
05736577,05854540,1977-11-25
05736709,06103278,1979-12-13
05736709,06103411,1979-12-13
05735060,05921063,1978-06-30
05735060,06503530,1983-06-13
05735985,05834299,1977-09-19
05735809,05944544,1978-09-21
05736975,05809258,1977-06-23
05736936,06150951,1980-05-19
05735007,05936962,1978-08-25
05734776,05821110,1977-08-02
05734776,06739868,1985-05-31
05734776,07106442,1987-10-09
05734776,07341264,1989-04-21
05734776,07485791,1990-02-22
05734776,07749474,1991-08-15
05734776,07915045,1992-07-16
05734855,06031679,1979-04-19
05734855,06192578,1980-09-30
05734855,06394600,1982-07-02
05737520,05899540,1978-04-24
05737483,06033672,1979-04-26
05737531,05875126,1978-02-03
05737531,06142124,1980-04-21
05734592,06111978,1980-01-14
05734456,06019576,1979-03-12
05737744,05879176,1978-02-21
05737776,06088174,1979-10-25
05737819,05968053,1978-12-11
05738052,05907830,1978-05-19
05738080,06090639,1979-11-02
05733958,06155194,1980-06-02
05738148,05942543,1978-09-15
05738065,06047846,1979-06-12
05738201,05801442,1977-05-27
05738402,06114801,1980-01-24
05738402,06013933,1979-02-22
05738402,06206511,1980-11-13
05738402,07114180,1987-10-28
05738402,07367912,1989-06-16
05738985,06196336,1980-10-14
05739053,05870720,1978-01-19
05739280,05936795,1978-08-25
05739280,05972960,1978-12-26
05739145,06097449,1979-11-26
05739145,06617743,1984-06-06
05739456,05867752,1978-01-09
05736968,90001278,1987-07-10
05739476,05872895,1978-01-27
05739476,06133619,1980-03-24
05739476,06692549,1985-01-18
05739583,06054815,1979-07-05
05739612,05853286,1977-11-21
05739612,06323055,1981-11-19
05739608,05789194,1977-04-20
05739767,06415311,1982-09-07
05739923,05878049,1978-02-15
05739923,06315788,1981-10-28
05739884,90000311,1982-12-27
05736148,90001077,1986-08-28
05736148,90001987,1990-04-09
05740290,06075344,1979-09-13
05740368,05894719,1978-04-10
05739902,05872404,1978-01-26
05740086,05967775,1978-12-08
05741026,05866929,1978-01-04
05741147,06236553,1981-02-20
05739712,05904876,1978-05-11
05739712,06118450,1980-02-04
05739712,06118543,1980-02-04
05739056,06192059,1980-09-29
05741227,05877166,1978-02-13
05741227,06009483,1979-02-05
05741227,06009594,1979-02-05
05741227,06147084,1980-05-07
05741227,06243031,1981-03-12
05741453,05907016,1978-05-17
05741467,05904474,1978-05-10
05741467,05904475,1978-05-10
05741467,05904476,1978-05-10
05741467,06017679,1979-03-05
05741508,05886471,1978-03-14
05738867,05917162,1978-06-20
05738528,05879445,1978-02-21
05742002,05889983,1978-03-24
05741408,06050475,1979-06-20
05741408,06279673,1981-07-01
05741408,06768496,1985-08-22
05741408,07065092,1987-06-18
05741408,07147025,1988-01-19
05741408,07476142,1990-02-06
05741408,07477193,1990-02-06
05741408,07501611,1990-03-29
05741408,07578026,1990-07-03
05741408,07646709,1991-01-25
05741408,07646708,1991-01-25
05741408,07927548,1992-08-06
05741408,07927550,1992-08-06
05741408,08195905,1994-02-14
05741408,08273638,1994-07-12
05741408,08274109,1994-07-12
05741408,08466247,1995-06-06
05741408,08467055,1995-06-06
05742159,05832481,1977-09-13
05742218,05869815,1978-01-16
05737403,05818303,1977-07-25
05737403,06207789,1980-11-17
05737403,06269908,1981-06-03
05737403,06289769,1981-08-03
05737403,06343287,1982-01-27
05737403,06458738,1983-01-17
05737403,06465670,1983-02-10
05737403,06584728,1984-02-29
05737403,06844529,1986-03-27
05737403,07183588,1988-04-19
05737403,07458572,1989-12-29
05737403,07458575,1989-12-29
05737403,07653724,1991-02-11
05737403,07728887,1991-07-10
05737403,07871387,1992-04-21
05737403,08151253,1993-11-12
05737403,08283647,1994-08-01
05737403,08347859,1994-12-01
05737403,08468876,1995-06-06
05737403,08483791,1995-06-07
05737403,06069771,1979-08-27
05742251,05840417,1977-10-07
05742387,05946979,1978-09-29
05742387,06519622,1983-08-02
05742387,90001430,1988-02-02
05742671,05891455,1978-03-29
05742671,06111326,1980-01-11
05742671,06525705,1983-08-23
05742706,05887485,1978-03-17
05742706,06028456,1979-04-09
05742706,06100291,1979-12-05
05742785,06076256,1979-09-17
05742694,05906231,1978-05-15
05738173,05880495,1978-02-23
05738173,05956986,1978-11-01
05742617,05946097,1978-09-26
05742363,05825103,1977-08-16
05743007,06185586,1980-09-09
05743007,06354058,1982-03-02
05743146,06014097,1979-02-22
05743302,05872187,1978-01-25
05743302,05879339,1978-02-21
05743319,05838741,1977-10-05
05743675,05923569,1978-07-11
05743035,05851932,1977-11-16
05743448,06021878,1979-03-19
05743525,90000048,1981-08-07
05743960,06206386,1980-11-13
05744134,05852720,1977-11-18
05743602,05924072,1978-07-07
05743602,06485859,1983-04-18
05743602,06056154,1979-07-10
05743602,06894600,1986-08-08
05743602,06242138,1981-03-09
05743602,07115646,1987-10-26
05743602,06259898,1981-05-04
05743602,06443024,1982-11-19
05743602,06485858,1983-04-18
05743602,06485859,1983-04-18
05743602,06507507,1983-06-24
05743602,06554683,1983-11-23
05743602,06819052,1986-01-15
05743602,06819053,1986-01-15
05743704,05911933,1978-06-02
05744207,90003967,1995-09-12
05744207,90004332,1996-05-23
05741947,05787791,1977-04-15
05741951,05863313,1977-12-22
05744209,90003952,1995-09-12
05744209,90004333,1996-05-23
05741739,06072061,1979-09-04
05744359,05849582,1977-11-08
05744534,05873586,1978-01-30
05744532,06036717,1979-05-07
05744532,06210102,1980-11-24
05741591,05961589,1978-11-17
05741065,05856537,1977-12-01
05741065,06110923,1980-01-10
05741268,05881485,1978-02-27
05744784,05901184,1978-04-28
05745169,06079771,1979-09-28
05745169,06266562,1981-05-22
05745169,06321649,1981-11-16
05741006,05854963,1977-11-25
05745205,06183401,1980-09-02
05745325,06001644,1979-01-08
05745257,06050261,1979-06-19
05745257,06050267,1979-06-19
05745257,06050565,1979-06-21
05745257,06050581,1979-06-21
05745257,06158043,1980-06-09
05739428,05846722,1977-10-31
05740384,05928564,1978-07-27
05740384,06394279,1982-07-01
05745393,06094591,1979-11-15
05745383,05799711,1977-05-23
05745537,05826379,1977-08-22
05745537,06077945,1979-09-24
05745537,06077942,1979-09-24
05745642,05941391,1978-09-11
05745196,05836417,1977-09-26
05745196,06214876,1980-12-10
05745196,06397782,1982-07-13
05745196,06397783,1982-07-13
05745196,06397784,1982-07-13
05745196,06397785,1982-07-13
05745646,06046349,1979-06-07
05745187,05881671,1978-02-27
05746190,06024371,1979-03-27
05744649,05923820,1978-07-12
05746205,05920254,1978-06-29
05744427,06075968,1979-09-17
05744427,06518094,1983-07-28
05744427,06856712,1986-04-28
05744492,06159468,1980-06-16
05744492,06330982,1981-12-15
05744182,05882282,1978-02-27
05744182,06327528,1981-12-04
05744166,06116545,1980-03-12
05746360,05829130,1977-08-30
05746360,05960906,1978-11-15
05746340,06133493,1980-03-21
05746490,06650242,1984-09-13
05743810,05957587,1978-11-03
05743810,06043419,1979-05-29
05743810,06043420,1979-05-29
05746641,05834631,1977-09-19
05746641,05901388,1978-05-01
05743421,05815323,1977-07-13
05743038,05872073,1978-01-25
05743047,05845311,1977-10-25
05746853,05898518,1978-04-20
05746819,06044266,1979-05-31
05746757,06316246,1981-10-29
05746979,06158430,1980-06-11
05746995,06326582,1981-12-02
05746995,06594971,1984-04-19
05747136,06074927,1979-09-13
05746553,05928944,1978-07-28
05747347,06197566,1980-10-16
05747415,05940060,1978-09-06
05746188,05936804,1978-08-25
05746188,06001722,1979-01-08
05745791,90000633,1984-09-21
05746044,05888259,1978-03-20
05747466,05927062,1978-07-20
05747466,06054757,1979-07-03
05747466,06670667,1984-11-13
05747466,07198639,1988-05-17
05745743,06007094,1979-01-29
05745743,90000897,1985-11-04
05745796,05903738,1978-05-08
05747713,06003844,1979-01-16
05747945,05872009,1978-01-24
05747945,05972327,1978-12-22
05748022,06085072,1979-10-15
05748022,06074183,1979-09-10
05748022,06179207,1980-08-18
05748036,06078123,1979-09-24
05745541,06014174,1979-02-22
05745532,05889000,1978-03-22
05748158,06211806,1980-12-01
05748337,06075939,1979-09-17
05748452,05922426,1978-07-06
05747685,06127261,1980-03-04
05747910,05939213,1978-09-05
05747681,06095788,1979-11-19
05747616,06013624,1979-02-21
05747575,06090722,1979-11-02
05747575,05935431,1978-08-21
05747575,06090723,1979-11-02
05748699,06085580,1979-10-17
05747433,05923151,1978-07-10
05747367,05971491,1978-12-20
05749185,05852004,1977-11-14
05748933,06106371,1979-12-21
05749402,05910695,1978-05-30
05749526,06041166,1979-05-21
05749526,06152941,1980-05-23
05749526,06156004,1980-06-03
05749526,90002957,1993-02-11
05747196,05759541,1977-01-14
05747028,06136992,1980-04-03
05749731,05954226,1978-10-24
05749731,07022217,1987-03-05
05749731,07193238,1988-05-11
05749218,05921599,1978-07-03
05749218,06273952,1981-06-15
05747025,06105648,1979-12-20
05747025,06163098,1980-06-26
05749939,05896843,1978-04-17
05749983,05960224,1978-11-13
05749983,06238901,1981-02-27
05749940,05822506,1977-08-08
05749940,05822507,1977-08-08
05749940,06140410,1980-04-14
05749940,06278437,1981-06-24
05749940,06355641,1982-03-08
05750245,06079517,1979-09-27
05749886,05916273,1978-06-16
05750220,05877956,1978-02-15
05750299,06084261,1979-10-12
05750318,05944682,1978-09-22
05750511,05920256,1978-06-29
05750512,06243142,1981-03-12
05750512,06503520,1983-06-13
05750512,06785003,1985-10-07
05750512,07980124,1992-11-23
05750512,08105477,1993-08-12
05750368,06049916,1979-06-19
05750581,06168577,1980-07-14
05750706,06085201,1979-10-16
05750609,05923933,1978-07-13
05749776,06137911,1980-04-07
05749698,06492266,1983-05-06
05750845,06400160,1982-07-20
05749464,05907602,1978-05-19
05751093,05924562,1978-07-14
05750985,05925146,1978-07-17
05751095,06085679,1979-10-17
05750953,06087280,1979-10-22
05751141,06069708,1979-08-27
05751258,05881582,1978-02-27
05751312,06119389,1980-02-07
05748676,06320190,1981-11-12
05748676,90005687,2000-03-29
05748868,05890881,1978-03-27
05748868,06079028,1979-09-26
05748868,06323613,1981-11-20
05748870,05882683,1978-03-02
05751519,06110838,1980-01-10
05751598,06055977,1979-07-09
05751631,05900035,1978-04-25
05751661,06167691,1980-07-10
05748397,06125370,1980-02-28
05748397,06586660,1984-03-06
05748397,06586899,1984-03-06
05751872,05857344,1977-12-05
05751872,06159550,1980-06-16
05751876,06047470,1979-06-11
05751911,05855124,1977-11-28
05751911,06159550,1980-06-16
05751952,05945123,1978-09-25
05751913,05944740,1978-09-22
05752006,05969785,1978-12-15
05748002,05868232,1978-01-09
05752202,05867538,1978-01-06
05751954,05931686,1978-08-07
05751954,06004588,1979-01-18
05751956,05899397,1978-04-24
05751956,06179222,1980-08-18
05752205,05961849,1978-11-17
05751851,05884791,1978-03-09
05751827,90000112,1981-11-19
05751777,05954139,1978-10-23
05752261,06043359,1979-05-29
05751398,05946338,1978-09-27
05751099,06446089,1982-12-02
05750924,05906305,1978-05-12
05750149,06545723,1983-10-26
05750149,06545724,1983-10-26
05750149,06545725,1983-10-26
05750149,90001240,1987-05-11
05750149,06799291,1985-11-20
05750149,06799293,1985-11-20
05750149,06928627,1986-11-04
05750149,07232402,1988-08-15
05750149,07309005,1989-02-07
05750149,07508516,1990-04-09
05750149,07896750,1992-06-09
05750149,08185671,1994-01-21
05750149,08472451,1995-06-07
05750149,08472792,1995-06-07
05750149,08473914,1995-06-07
05752895,05964023,1978-11-27
05752895,06182087,1980-08-28
05752895,06568631,1984-01-06
05750537,06122265,1980-02-15
05750009,06044952,1979-06-04
05750009,06279833,1981-07-02
05750009,06640681,1984-08-13
05753390,05892640,1978-04-03
05753321,06200347,1980-10-24
05753321,06639301,1984-08-09
05753321,06638432,1984-08-06
05753321,06941554,1986-12-11
05753321,07249404,1988-09-23
05753321,07621341,1990-12-03
05753321,08480113,1995-06-07
05753321,07899353,1992-06-15
05753321,08084507,1993-06-29
05753321,08480114,1995-06-07
05753511,05902411,1978-05-03
05753516,05833234,1977-09-14
05753507,05880136,1978-02-22
05753507,06141882,1980-04-18
05753556,06026945,1979-04-04
05753685,07306617,1989-02-06
05753562,05917795,1978-06-22
05753785,06155671,1980-06-02
05753796,06020128,1979-03-13
05752892,05934982,1978-08-18
05753931,05943815,1978-09-19
05753931,06045381,1979-06-04
05752873,06109997,1980-01-07
05753994,06042988,1979-05-29
05753994,06369977,1982-04-19
05754056,05872198,1978-01-25
05752575,05892351,1978-03-31
05754340,06106354,1979-12-21
05752225,05893100,1978-04-03
05752225,05893101,1978-04-03
05752225,05913183,1978-06-06
05754723,05911659,1978-06-01
05754887,05855952,1977-11-30
05754829,06009450,1979-02-05
05754446,06165818,1980-07-03
05755025,06334636,1981-12-28
05755025,06494031,1983-05-12
05754844,06092956,1979-11-09
05754844,06403413,1982-07-30
05754844,06403428,1982-07-30
05754844,07168563,1988-03-07
05755050,05861827,1977-12-19
05754988,06174044,1980-07-31
05754815,06072714,1979-09-04
05755522,06493872,1983-05-12
05755634,05816184,1977-07-15
05755400,05918817,1978-06-26
05755400,05918795,1978-06-26
05755400,06153573,1980-05-27
05755400,06390706,1982-06-21
05754471,05932067,1978-08-08
05755620,05968879,1978-12-13
05754341,06062450,1979-07-30
05754341,90001470,1988-03-14
05755758,06017759,1979-03-05
05754183,06003216,1979-01-15
05754161,05939171,1978-09-05
05754161,06047372,1979-06-11
05755868,06167192,1980-07-09
05755903,05882295,1978-02-27
05755846,05872648,1978-01-26
05755846,06078439,1979-09-24
05755846,90000432,1983-08-08
05756148,06123671,1980-02-22
05755928,06189742,1980-09-23
05755928,06189743,1980-09-23
05756290,05838844,1977-10-03
05756358,06028118,1979-04-09
05756556,05935527,1978-08-21
05756840,05962410,1978-11-20
05756711,06182775,1980-08-29
05757024,06094160,1979-11-14
05757239,05862020,1977-12-19
05757239,06004683,1979-01-19
05757529,06295153,1981-08-21
05757529,06266546,1981-05-22
05756931,06272869,1981-06-12
05756220,05892629,1978-04-03
05756016,06020816,1979-03-15
05757718,06006132,1979-01-24
05757837,05960920,1978-11-15
05758043,05848466,1977-11-04
05755682,06021579,1979-03-19
05758134,05900175,1978-04-26
05758265,05879848,1978-02-22
05758265,05966921,1978-12-06
05758265,06485521,1983-04-15
05758265,06548905,1983-11-04
05758442,06187777,1980-09-16
05755249,05929005,1978-07-28
05758583,05840577,1977-10-11
05758603,05939569,1978-09-05
05758603,05939570,1978-09-05
05755157,05802722,1977-06-02
05753327,05819905,1977-07-28
05758713,06006048,1979-01-24
05758731,05827193,1977-08-23
05758733,06034116,1979-04-30
05758733,06297195,1981-08-28
05758638,06018844,1979-03-08
05758638,06234618,1981-02-17
05758638,06395279,1982-07-06
05758638,06472241,1983-03-04
05758638,06647534,1984-09-05
05758638,07595577,1990-10-11
05758638,07669088,1991-03-15
05758638,07940752,1992-09-08
05758638,08441634,1995-05-15
05758638,08474151,1995-06-07
05758638,08477611,1995-06-07
05758638,08484897,1995-06-07
05758375,06260516,1981-05-04
05758375,06310343,1981-10-09
05759006,06269273,1981-06-01
05759120,05924066,1978-07-12
05759120,06166700,1980-07-03
05758553,90001595,1988-09-01
05758386,05957773,1978-11-06
05758395,06016196,1979-02-28
05759223,06307040,1981-09-30
05759154,06099265,1980-02-25
05759154,06596767,1984-04-04
05759154,06296701,1981-08-27
05759154,06405637,1982-08-05
05759154,06909401,1986-09-19
05759154,06913122,1986-09-29
05758095,05864974,1977-12-27
05758019,90001533,1988-06-15
05759308,05908032,1978-05-22
05759416,05962140,1978-11-20
